chr	start	end	strand	name	id
chr5	131593113	131593414	+	PDLIM4	ENST00000253754.7
chr5	80528853	80529154	+	CKMT2	ENST00000254035.8
chr5	80597171	80597472	+	ZCCHC9	ENST00000254037.6
chr5	151784789	151785090	-	NMUR2	ENST00000255262.3
chr5	68513336	68513637	+	MRPS36	ENST00000256441.4
chr5	68530449	68530750	+	CDK7	ENST00000256443.7
chr5	66492576	66492877	-	CD180	ENST00000256447.5
chr5	169064000	169064301	+	DOCK2	ENST00000256935.12
chr5	115910040	115910341	-	SEMA6A	ENST00000257414.12
chr5	126112589	126112890	+	LMNB1	ENST00000261366.9
chr5	74807403	74807704	-	COL4A3BP	ENST00000261415.11
chr5	109024816	109025117	+	MAN2A1	ENST00000261483.4
chr5	148758788	148759089	-	IL17B	ENST00000261796.3
chr5	149887423	149887724	+	NDST1	ENST00000261797.6
chr5	148930909	148931210	-	CSNK1A1	ENST00000261798.9
chr5	175976141	175976442	+	CDHR2	ENST00000261944.9
chr5	127419207	127419508	+	SLC12A2	ENST00000262461.6
chr5	41261489	41261790	-	C6	ENST00000263413.7
chr5	24645036	24645337	-	CDH10	ENST00000264463.8
chr5	44388848	44389149	-	FGF10	ENST00000264664.4
chr5	7868966	7869267	+	MTRR	ENST00000264668.6
chr5	7869064	7869365	-	FASTKD3	ENST00000264669.9
chr5	78281557	78281858	-	ARSB	ENST00000264914.8
chr5	1112099	1112400	-	SLC12A7	ENST00000264930.9
chr5	612136	612437	+	CEP72	ENST00000264935.5
chr5	80256240	80256541	+	RASGRF2	ENST00000265080.8
chr5	79950216	79950517	+	MSH3	ENST00000265081.6
chr5	173315032	173315333	+	CPEB4	ENST00000265085.9
chr5	172386176	172386477	+	RPL26L1	ENST00000265100.6
chr5	90679125	90679426	-	ARRDC3	ENST00000265138.3
chr5	137475053	137475354	-	NME5	ENST00000265191.3
chr5	138677270	138677571	+	PAIP2	ENST00000265192.8
chr5	145582912	145583213	+	RBM27	ENST00000265271.6
chr5	167718405	167718706	+	WWC1	ENST00000265293.8
chr5	170210472	170210773	+	GABRP	ENST00000265294.8
chr5	134369937	134370238	-	PITX1	ENST00000265340.11
chr5	132948204	132948505	-	FSTL4	ENST00000265342.11
chr5	132299275	132299576	-	AFF4	ENST00000265343.9
chr5	1445494	1445795	-	SLC6A3	ENST00000270349.11
chr5	10441737	10442038	+	ROPN1L	ENST00000274134.4
chr5	1801263	1801564	+	NDUFS6	ENST00000274137.9
chr5	14581633	14581934	+	FAM105A	ENST00000274217.3
chr5	38845850	38846151	+	OSMR	ENST00000274276.7
chr5	54398225	54398526	+	GZMA	ENST00000274306.6
chr5	52083523	52083824	+	PELO	ENST00000274311.2
chr5	78407351	78407652	+	BHMT	ENST00000274353.9
chr5	75698823	75699124	+	IQGAP2	ENST00000274364.10
chr5	86563454	86563755	+	RASA1	ENST00000274376.10
chr5	114880540	114880841	-	FEM1C	ENST00000274457.4
chr5	115420437	115420738	+	COMMD10	ENST00000274458.8
chr5	128795707	128796008	+	ADAMTS19	ENST00000274487.8
chr5	135231465	135231766	-	IL9	ENST00000274520.1
chr5	148737319	148737620	+	PCYOX1L	ENST00000274569.8
chr5	177540193	177540494	+	N4BP3	ENST00000274605.5
chr5	170846409	170846710	+	FGF18	ENST00000274625.5
chr5	139175155	139175456	+	PSD2	ENST00000274710.3
chr5	137610309	137610610	-	GFRA3	ENST00000274721.7
chr5	180632121	180632422	-	TRIM7	ENST00000274773.11
chr5	175815497	175815798	+	HIGD2A	ENST00000274787.2
chr5	108083272	108083573	+	FER	ENST00000281092.8
chr5	35617695	35617996	+	SPEF2	ENST00000282469.10
chr5	36876610	36876911	+	NIPBL	ENST00000282516.12
chr5	52083479	52083780	+	ITGA1	ENST00000282588.6
chr5	133861096	133861397	+	JADE2	ENST00000282605.8
chr5	134303345	134303646	+	CATSPER3	ENST00000282611.7
chr5	57878616	57878917	+	RAB3C	ENST00000282878.5
chr5	112196751	112197052	+	SRP19	ENST00000282999.7
chr5	68485124	68485425	+	CENPH	ENST00000283006.6
chr5	94726797	94727098	+	FAM81B	ENST00000283357.9
chr5	14871836	14872137	-	ANKH	ENST00000284268.6
chr5	154317718	154318019	-	GEMIN5	ENST00000285873.7
chr5	173043540	173043841	-	BOD1	ENST00000285908.5
chr5	149340049	149340350	+	SLC26A2	ENST00000286298.4
chr5	157170452	157170753	+	LSM11	ENST00000286307.5
chr5	72416145	72416446	+	TMEM171	ENST00000287773.5
chr5	176326282	176326583	-	HK3	ENST00000292432.9
chr5	179233883	179234184	-	MGAT4B	ENST00000292591.11
chr5	179159600	179159901	+	MAML1	ENST00000292599.3
chr5	180018489	180018790	-	SCGB3A1	ENST00000292641.3
chr5	5422556	5422857	+	ICE1	ENST00000296564.8
chr5	52284905	52285206	+	ITGA2	ENST00000296585.9
chr5	83680560	83680861	-	EDIL3	ENST00000296591.9
chr5	36152012	36152313	-	LMBRD2	ENST00000296603.4
chr5	63461420	63461721	+	RNF180	ENST00000296615.10
chr5	110848157	110848458	-	STARD4	ENST00000296632.7
chr5	126853050	126853351	+	PRRC1	ENST00000296666.12
chr5	147258023	147258324	+	SCGB3A2	ENST00000296694.4
chr5	149380679	149380980	-	TIGD6	ENST00000296736.3
chr5	79615543	79615844	+	SPZ1	ENST00000296739.5
chr5	72468771	72469072	+	TMEM174	ENST00000296776.5
chr5	72861315	72861616	+	UTP15	ENST00000296792.8
chr5	73109092	73109393	+	ARHGEF28	ENST00000296799.8
chr5	1008693	1008994	+	NKD2	ENST00000296849.9
chr5	130970753	130971054	-	RAPGEF6	ENST00000296859.10
chr5	131347255	131347556	-	ACSL6	ENST00000296869.8
chr5	131409232	131409533	+	CSF2	ENST00000296871.3
chr5	170736037	170736338	+	TLX3	ENST00000296921.5
chr5	153825266	153825567	+	SAP30L	ENST00000297109.10
chr5	176074217	176074518	+	TSPAN17	ENST00000298564.14
chr5	3595917	3596218	+	IRX1	ENST00000302006.3
chr5	2751718	2752019	-	IRX2	ENST00000302057.5
chr5	139027626	139027927	+	CXXC5	ENST00000302517.7
chr5	162887095	162887396	-	NUDCD2	ENST00000302764.8
chr5	156593224	156593525	-	FAM71B	ENST00000302938.4
chr5	176730524	176730825	+	PRELID1	ENST00000303204.8
chr5	45696385	45696686	-	HCN1	ENST00000303230.5
chr5	176037083	176037384	-	GPRIN1	ENST00000303991.4
chr5	102201463	102201764	+	PAM	ENST00000304400.11
chr5	1201459	1201760	+	SLC6A19	ENST00000304460.10
chr5	11904104	11904405	-	CTNND2	ENST00000304623.12
chr5	129239914	129240215	+	CHSY3	ENST00000305031.4
chr5	169532650	169532951	+	FOXI1	ENST00000306268.6
chr5	159343230	159343531	+	ADRA1B	ENST00000306675.4
chr5	43515196	43515497	-	C5orf34	ENST00000306862.6
chr5	80689911	80690212	-	ACOT12	ENST00000307624.7
chr5	150019969	150020270	+	SYNPO	ENST00000307662.4
chr5	126366449	126366750	-	MARCH3	ENST00000308660.5
chr5	16465850	16466151	-	ZNF622	ENST00000308683.2
chr5	137071728	137072029	-	KLHL3	ENST00000309755.8
chr5	139927000	139927301	+	EIF4EBP3	ENST00000310331.2
chr5	175792220	175792521	+	ARL10	ENST00000310389.5
chr5	1295111	1295412	-	TERT	ENST00000310581.9
chr5	95768933	95769234	-	PCSK1	ENST00000311106.7
chr5	157079321	157079622	-	SOX30	ENST00000311371.9
chr5	145483881	145484182	-	PLAC8L1	ENST00000311450.8
chr5	171881476	171881777	-	SH3PXD2B	ENST00000311601.5
chr5	134734850	134735151	-	H2AFY	ENST00000312469.8
chr5	76325959	76326260	+	AGGF1	ENST00000312916.11
chr5	151138159	151138460	-	ATOX1	ENST00000313115.10
chr5	177557746	177558047	+	RMND5B	ENST00000313386.8
chr5	64494541	64494842	-	ADAMTS6	ENST00000314351.9
chr5	134871588	134871889	-	NEUROG1	ENST00000314744.5
chr5	43043221	43043522	-	ANXA2R	ENST00000314890.3
chr5	137090014	137090315	-	HNRNPA0	ENST00000314940.6
chr5	446013	446314	+	EXOC3	ENST00000315013.9
chr5	178487165	178487466	+	ZNF354C	ENST00000315475.6
chr5	58295708	58296009	-	PDE4D	ENST00000317118.12
chr5	178977308	178977609	+	RUFY1	ENST00000319449.8
chr5	102594152	102594453	+	C5orf30	ENST00000319933.6
chr5	178367941	178368242	+	ZNF454	ENST00000320129.7
chr5	67583945	67584246	+	PIK3R1	ENST00000320694.12
chr5	1345163	1345464	-	CLPTM1L	ENST00000320895.9
chr5	121187399	121187700	+	FTMT	ENST00000321339.2
chr5	162932303	162932604	+	MAT2B	ENST00000321757.10
chr5	75378988	75379289	+	SV2C	ENST00000322285.7
chr5	178286703	178287004	+	ZNF354B	ENST00000322434.7
chr5	17217418	17217719	+	BASP1	ENST00000322611.3
chr5	176873545	176873846	+	PRR7	ENST00000323249.7
chr5	148442556	148442857	-	SH3TC2	ENST00000323829.9
chr5	1225219	1225520	+	SLC6A18	ENST00000324642.3
chr5	61708343	61708644	+	IPO11	ENST00000325324.10
chr5	31532122	31532423	+	C5orf22	ENST00000325366.13
chr5	68710688	68710989	+	MARVELD2	ENST00000325631.9
chr5	96079080	96079381	+	CAST	ENST00000325674.11
chr5	43192076	43192377	+	NIM1K	ENST00000326035.6
chr5	53813338	53813639	+	SNX18	ENST00000326277.5
chr5	148520795	148521096	+	ABLIM3	ENST00000326685.11
chr5	160112341	160112642	-	ATP10B	ENST00000326831.7
chr5	32710492	32710793	+	NPR3	ENST00000326958.5
chr5	92918792	92919093	+	NR2F1	ENST00000327111.7
chr5	191375	191676	+	LRRC14B	ENST00000328278.3
chr5	68665789	68666090	-	TAF9	ENST00000328663.8
chr5	149682465	149682766	-	ARSI	ENST00000328668.7
chr5	176237227	176237528	+	UNC5A	ENST00000329542.8
chr5	139493457	139493758	+	PURA	ENST00000331327.4
chr5	16179833	16180134	-	MARCH11	ENST00000332432.8
chr5	175739832	175740133	+	SIMC1	ENST00000332772.4
chr5	147162280	147162581	-	JAKMIP2	ENST00000333010.6
chr5	107006545	107006846	-	EFNA5	ENST00000333274.10
chr5	139505269	139505570	+	IGIP	ENST00000333305.4
chr5	114961660	114961961	-	TMED7-TICAM2	ENST00000333314.3
chr5	148960785	148961086	+	ARHGEF37	ENST00000333677.6
chr5	63801875	63802176	+	RGS7BP	ENST00000334025.2
chr5	150683276	150683577	-	SLC36A3	ENST00000335230.7
chr5	72793982	72794283	+	BTF3	ENST00000335895.12
chr5	67586214	67586515	+	PIK3R1	ENST00000336483.9
chr5	38403392	38403693	+	EGFLAM	ENST00000336740.10
chr5	41213561	41213862	-	C6	ENST00000337836.9
chr5	7396070	7396371	+	ADCY2	ENST00000338316.8
chr5	43557746	43558047	-	PAIP1	ENST00000338972.8
chr5	121297405	121297706	+	SRFBP1	ENST00000339397.4
chr5	173415911	173416212	+	C5orf47	ENST00000340147.6
chr5	76506500	76506801	+	PDE8B	ENST00000342343.8
chr5	34929447	34929748	+	DNAJC21	ENST00000342382.8
chr5	473162	473463	-	PP7080	ENST00000342584.3
chr5	133450151	133450452	+	TCF7	ENST00000342854.9
chr5	180415594	180415895	+	BTNL3	ENST00000342868.6
chr5	146889568	146889869	-	DPYSL3	ENST00000343218.9
chr5	115910579	115910880	-	SEMA6A	ENST00000343348.10
chr5	74632806	74633107	+	HMGCR	ENST00000343975.9
chr5	141704515	141704816	-	SPRY4	ENST00000344120.4
chr5	110407139	110407440	+	TSLP	ENST00000344895.3
chr5	43602978	43603279	+	NNT	ENST00000344920.8
chr5	79330920	79331221	+	THBS4	ENST00000350881.6
chr5	149624840	149625141	-	CAMK2A	ENST00000351010.6
chr5	172571267	172571568	+	BNIP1	ENST00000351486.9
chr5	180650039	180650340	+	TRIM41	ENST00000351937.9
chr5	33891995	33892296	-	ADAMTS12	ENST00000352040.7
chr5	138718930	138719231	-	SLC23A1	ENST00000353963.7
chr5	55148891	55149192	+	IL31RA	ENST00000354961.8
chr5	81267593	81267894	+	ATG10	ENST00000355178.8
chr5	176853428	176853729	+	GRK6	ENST00000355472.9
chr5	110074444	110074745	+	SLC25A46	ENST00000355943.7
chr5	151151253	151151554	+	G3BP1	ENST00000356245.7
chr5	139943794	139944095	-	APBB3	ENST00000356738.6
chr5	125967163	125967464	+	TEX43	ENST00000357147.3
chr5	141249103	141249404	-	PCDH1	ENST00000357517.6
chr5	134209242	134209543	+	TXNDC15	ENST00000358387.8
chr5	176827586	176827887	-	PFN3	ENST00000358571.2
chr5	58335288	58335589	-	PDE4D	ENST00000358923.10
chr5	145315891	145316192	+	SH3RF2	ENST00000359120.8
chr5	142000856	142001157	-	FGF1	ENST00000359370.10
chr5	107717060	107717361	-	FBXL17	ENST00000359660.9
chr5	176924511	176924812	-	PDLIM7	ENST00000359895.6
chr5	58882274	58882575	-	PDE4D	ENST00000360047.9
chr5	149109610	149109911	+	PPARGC1B	ENST00000360453.8
chr5	693459	693760	-	TPPP	ENST00000360578.6
chr5	142065565	142065866	-	FGF1	ENST00000360966.9
chr5	138609541	138609842	+	MATR3	ENST00000361059.7
chr5	108745644	108745945	-	PJA2	ENST00000361189.6
chr5	178322644	178322945	+	ZFP2	ENST00000361362.6
chr5	139422828	139423129	-	NRG2	ENST00000361474.5
chr5	42756652	42756953	+	CCDC152	ENST00000361970.9
chr5	90566293	90566594	+	RNU4-90P	ENST00000362773.1
chr5	140090609	140090910	+	VTRNA1-1	ENST00000363120.1
chr5	149319643	149319944	-	Y	RNA
chr5	35428915	35429216	+	U3	ENST00000364498.1
chr5	17345474	17345775	+	RN7SKP133	ENST00000364845.1
chr5	103434324	103434625	+	RNU1-140P	ENST00000365040.1
chr5	83099122	83099423	+	RNU4-11P	ENST00000365287.1
chr5	140105492	140105793	+	VTRNA1-3	ENST00000365645.1
chr5	132101115	132101416	-	SEPT8	ENST00000371478.2
chr5	175084782	175085083	+	HRH2	ENST00000377291.2
chr5	149736951	149737252	+	TCOF1	ENST00000377797.7
chr5	41510652	41510953	-	PLCXD3	ENST00000377801.7
chr5	148033665	148033966	-	HTR4	ENST00000377888.7
chr5	147714871	147715172	+	SPINK9	ENST00000377906.1
chr5	142149721	142150022	+	ARHGAP26	ENST00000378004.7
chr5	140709887	140710188	+	PCDHGA1	ENST00000378105.4
chr5	140220521	140220822	+	PCDHA8	ENST00000378123.4
chr5	140174186	140174487	+	PCDHA2	ENST00000378132.2
chr5	137774455	137774756	+	REEP2	ENST00000378339.6
chr5	132202071	132202372	+	UQCRQ	ENST00000378667.1
chr5	132149028	132149329	+	SOWAHA	ENST00000378693.3
chr5	132112879	132113180	-	SEPT8	ENST00000378721.8
chr5	132082886	132083187	+	CCNI2	ENST00000378731.5
chr5	132073213	132073514	-	KIF3A	ENST00000378735.5
chr5	131335266	131335567	-	ACSL6	ENST00000379244.5
chr5	126984485	126984786	+	CTXN3	ENST00000379445.7
chr5	122110440	122110741	+	SNX2	ENST00000379516.6
chr5	114598497	114598798	-	PGGT1B	ENST00000379615.3
chr5	111093370	111093671	-	NREP	ENST00000379671.7
chr5	110408761	110409062	+	TSLP	ENST00000379706.4
chr5	101834632	101834933	-	SLCO6A1	ENST00000379807.7
chr5	94955531	94955832	+	GPR150	ENST00000380007.2
chr5	77944597	77944898	-	LHFPL2	ENST00000380345.6
chr5	77072134	77072435	-	TBCA	ENST00000380377.8
chr5	70751235	70751536	+	BDP1	ENST00000380675.3
chr5	68389567	68389868	+	SLC30A5	ENST00000380860.8
chr5	65017772	65018073	+	NLN	ENST00000380985.9
chr5	65017906	65018207	-	SGTB	ENST00000381007.8
chr5	64920072	64920373	-	TRIM23	ENST00000381018.7
chr5	64777696	64777997	-	ADAMTS6	ENST00000381055.7
chr5	64064506	64064807	+	CWC27	ENST00000381070.7
chr5	58083855	58084156	+	RAB3C	ENST00000381158.3
chr5	54468923	54469224	-	CDC20B	ENST00000381375.6
chr5	54281370	54281671	-	ESM1	ENST00000381403.4
chr5	41904200	41904501	+	C5orf51	ENST00000381647.6
chr5	40841159	40841460	+	CARD6	ENST00000381677.4
chr5	36608180	36608481	+	SLC1A3	ENST00000381918.3
chr5	36241849	36242150	-	NADK2	ENST00000381937.8
chr5	34008082	34008383	-	AMACR	ENST00000382068.3
chr5	33984695	33984996	-	SLC45A2	ENST00000382102.7
chr5	9546136	9546437	-	SEMA5A	ENST00000382496.9
chr5	7782035	7782336	+	ADCY2	ENST00000382531.7
chr5	1799901	1800202	-	MRPL36	ENST00000382647.7
chr5	178311465	178311766	+	RNU1-39P	ENST00000383897.1
chr5	137896748	137897049	-	SNORD63	ENST00000384262.1
chr5	150399873	150400174	+	GPX3	ENST00000388825.8
chr5	118604198	118604499	+	TNFAIP8	ENST00000388882.5
chr5	169930789	169931090	+	KCNIP1	ENST00000390656.8
chr5	112770677	112770978	-	TSSK1B	ENST00000390666.3
chr5	176057479	176057780	-	SNCB	ENST00000393693.6
chr5	174871160	174871461	-	DRD1	ENST00000393752.2
chr5	171711024	171711325	-	UBTD2	ENST00000393792.2
chr5	159797597	159797898	-	C1QTNF2	ENST00000393975.3
chr5	159614123	159614424	+	FABP6	ENST00000393980.8
chr5	150284489	150284790	-	ZNF300	ENST00000394226.2
chr5	149980391	149980692	+	SYNPO	ENST00000394243.5
chr5	146258277	146258578	-	PPP2R2B	ENST00000394411.8
chr5	146460941	146461242	-	PPP2R2B	ENST00000394413.7
chr5	145214848	145215149	-	PRELID2	ENST00000394450.6
chr5	142023715	142024016	-	FGF1	ENST00000394496.2
chr5	140018761	140019062	+	TMCO6	ENST00000394671.7
chr5	134181427	134181728	+	C5orf24	ENST00000394976.3
chr5	133747521	133747822	-	CDKN2AIPNL	ENST00000395009.3
chr5	128300959	128301260	+	SLC27A6	ENST00000395266.5
chr5	122181049	122181350	+	SNX24	ENST00000395451.8
chr5	115297940	115298241	+	LVRN	ENST00000395528.6
chr5	111312577	111312878	-	NREP	ENST00000395634.7
chr5	96293904	96294205	+	LNPEP	ENST00000395770.3
chr5	96270847	96271148	+	LNPEP	ENST00000395784.1
chr5	95997690	95997991	+	CAST	ENST00000395812.6
chr5	96038242	96038543	+	CAST	ENST00000395813.5
chr5	93447289	93447590	-	FAM172A	ENST00000395965.7
chr5	82373138	82373439	+	XRCC4	ENST00000396027.8
chr5	78531761	78532062	+	JMY	ENST00000396137.4
chr5	68788366	68788667	+	OCLN	ENST00000396442.6
chr5	68628492	68628793	-	CCDC125	ENST00000396496.6
chr5	55146956	55147257	+	IL31RA	ENST00000396836.6
chr5	52776205	52776506	+	FST	ENST00000396947.7
chr5	38445391	38445692	+	EGFLAM	ENST00000397210.7
chr5	35938686	35938987	-	CAPSL	ENST00000397366.5
chr5	147443284	147443585	+	SPINK5	ENST00000398454.5
chr5	140797007	140797308	+	PCDHGB7	ENST00000398594.3
chr5	138940500	138940801	+	UBE2D2	ENST00000398733.7
chr5	133984228	133984529	+	SEC24A	ENST00000398844.6
chr5	56111150	56111451	+	MAP3K1	ENST00000399503.3
chr5	17217105	17217406	-	AC026790.1	ENST00000399760.2
chr5	16509056	16509357	-	RETREG1	ENST00000399793.6
chr5	997372	997673	-	AC116351.1	ENST00000399869.1
chr5	17354682	17354983	-	FTH1P10	ENST00000401830.3
chr5	131563457	131563758	-	P4HA2	ENST00000401867.5
chr5	65891938	65892239	+	MAST4	ENST00000403625.6
chr5	168310292	168310593	-	SLIT3	ENST00000404867.7
chr5	89854363	89854664	+	ADGRV1	ENST00000405460.7
chr5	58652750	58653051	-	PDE4D	ENST00000405755.6
chr5	156362636	156362937	-	TIMD4	ENST00000406964.5
chr5	156390182	156390483	-	TIMD4	ENST00000407087.4
chr5	119799722	119800023	+	PRR16	ENST00000407149.6
chr5	142077535	142077836	-	FGF1	ENST00000407758.5
chr5	176784587	176784888	+	RGS14	ENST00000408923.7
chr5	443207	443508	-	EXOC3-AS1	ENST00000408966.4
chr5	157098310	157098611	+	C5orf52	ENST00000409999.3
chr5	175054940	175055241	+	RN7SKP148	ENST00000410179.1
chr5	139776978	139777279	-	RNU4-14P	ENST00000410858.1
chr5	180708125	180708426	+	AC008443.3	ENST00000412295.2
chr5	131329920	131330221	-	AC026398.1	ENST00000413683.5
chr5	132113650	132113951	-	SEPT8	ENST00000414594.5
chr5	137667432	137667733	-	CDC25C	ENST00000415130.6
chr5	32711578	32711879	+	NPR3	ENST00000415167.2
chr5	122372369	122372670	-	PPIC	ENST00000415659.2
chr5	118691479	118691780	+	TNFAIP8	ENST00000415806.2
chr5	148724814	148725115	+	GRPEL2	ENST00000416916.2
chr5	140027104	140027405	+	IK	ENST00000417647.6
chr5	138725551	138725852	-	MZB1	ENST00000417694.6
chr5	137514237	137514538	-	BRD8	ENST00000418329.5
chr5	156569735	156570036	-	MED7	ENST00000420343.1
chr5	137368723	137369024	-	FAM13B	ENST00000420893.6
chr5	174948638	174948939	+	SFXN1	ENST00000421887.2
chr5	156607586	156607887	+	ITK	ENST00000422843.7
chr5	56205681	56205982	+	SETD9	ENST00000423328.1
chr5	56778585	56778886	-	ACTBL2	ENST00000423391.2
chr5	55247283	55247584	-	IL6ST	ENST00000423954.3
chr5	158636508	158636809	-	RNF145	ENST00000424310.6
chr5	79628309	79628610	-	RBMX2P5	ENST00000424312.2
chr5	37249479	37249780	-	C5orf42	ENST00000425232.6
chr5	135170087	135170388	+	SLC25A48	ENST00000425402.5
chr5	153570039	153570340	+	GALNT10	ENST00000425427.6
chr5	133340275	133340576	-	VDAC1	ENST00000425992.2
chr5	114938125	114938426	-	TICAM2	ENST00000427199.2
chr5	180230853	180231154	-	MGAT1	ENST00000427865.2
chr5	161274434	161274735	+	GABRA1	ENST00000428797.7
chr5	94417298	94417599	-	MCTP1	ENST00000429576.6
chr5	132323751	132324052	-	AC010240.1	ENST00000429606.1
chr5	175665119	175665420	+	SIMC1	ENST00000430704.6
chr5	131630913	131631214	-	P4HA2	ENST00000431054.5
chr5	162887389	162887690	+	HMMR	ENST00000432118.6
chr5	141303122	141303423	+	KIAA0141	ENST00000432126.6
chr5	66254565	66254866	+	MAST4	ENST00000432426.5
chr5	142124914	142125215	+	LINC01844	ENST00000432677.1
chr5	137672949	137673250	+	FAM53C	ENST00000434981.6
chr5	55412727	55413028	-	ANKRD55	ENST00000434982.2
chr5	66300232	66300533	+	MAST4	ENST00000436277.5
chr5	1594684	1594985	-	SDHAP3	ENST00000436493.2
chr5	95187685	95187986	+	LINC01554	ENST00000436592.5
chr5	96211392	96211693	+	ERAP2	ENST00000437043.7
chr5	55902008	55902309	-	C5orf67	ENST00000438651.5
chr5	79950751	79951052	-	DHFR	ENST00000439211.6
chr5	131826367	131826668	-	IRF1	ENST00000439555.2
chr5	132166300	132166601	-	SHROOM1	ENST00000440118.1
chr5	111496338	111496639	+	EPB41L4A-AS1	ENST00000442823.2
chr5	131808684	131808985	-	AC116366.1	ENST00000443093.2
chr5	96143561	96143862	-	ERAP1	ENST00000443439.6
chr5	141783515	141783816	+	SPRY4-AS1	ENST00000443800.5
chr5	178450502	178450803	+	ZNF879	ENST00000444149.6
chr5	78985449	78985750	+	CMYA5	ENST00000446378.2
chr5	61874413	61874714	+	LRRC70	ENST00000448151.2
chr5	138609540	138609841	+	SNHG4	ENST00000448190.6
chr5	143550143	143550444	-	YIPF5	ENST00000448443.6
chr5	10353564	10353865	+	MARCH6	ENST00000449913.6
chr5	131892479	131892780	-	IL5	ENST00000450655.1
chr5	55800848	55801149	-	AC022431.1	ENST00000450941.1
chr5	59995910	59996211	-	DEPDC1B	ENST00000453022.6
chr5	179247654	179247955	+	SQSTM1	ENST00000453046.5
chr5	78907992	78908293	+	PAPD4	ENST00000453514.5
chr5	133879875	133880176	+	JADE2	ENST00000453515.1
chr5	134263965	134264266	-	MTND4LP30	ENST00000454092.1
chr5	131762355	131762656	-	AC116366.2	ENST00000454380.1
chr5	148651183	148651484	+	AFAP1L1	ENST00000455574.6
chr5	86564499	86564800	+	RASA1	ENST00000456692.6
chr5	2751994	2752295	+	C5orf38	ENST00000457752.2
chr5	131516770	131517071	-	AC063976.1	ENST00000457890.1
chr5	131705289	131705590	-	MIR3936HG	ENST00000457998.2
chr5	131991965	131992266	+	IL13	ENST00000459878.5
chr5	110528689	110528990	-	AC010468.1	ENST00000461022.1
chr5	116051688	116051989	+	RPS17P2	ENST00000461663.1
chr5	124144875	124145176	-	AC113398.1	ENST00000464124.2
chr5	40976514	40976815	+	C7	ENST00000464864.1
chr5	179220763	179221064	+	LTC4S	ENST00000466071.1
chr5	179250607	179250908	+	SQSTM1	ENST00000466342.1
chr5	33162034	33162335	+	AC010343.1	ENST00000467270.1
chr5	39364546	39364847	-	C9	ENST00000467285.1
chr5	142286892	142287193	+	ARHGAP26	ENST00000469131.5
chr5	115387935	115388236	-	AC034236.1	ENST00000469891.2
chr5	16902699	16903000	-	RPS26P28	ENST00000470806.1
chr5	151304342	151304643	-	GLRA1	ENST00000471351.2
chr5	176894548	176894849	-	DBN1	ENST00000471767.1
chr5	60687647	60687948	-	RPL3P6	ENST00000474162.1
chr5	78580690	78580991	-	AC020898.1	ENST00000474167.1
chr5	142254207	142254508	+	ARHGAP26	ENST00000475287.1
chr5	41186442	41186743	-	C6	ENST00000475349.5
chr5	1524026	1524327	-	LPCAT1	ENST00000475622.5
chr5	140904271	140904572	-	DIAPH1	ENST00000476339.1
chr5	147470240	147470541	+	SPINK5	ENST00000476608.1
chr5	95018644	95018945	-	SPATA9	ENST00000477047.6
chr5	176900563	176900864	-	DBN1	ENST00000477391.6
chr5	32221787	32222088	+	AC025181.1	ENST00000477507.1
chr5	74227236	74227537	+	AC116337.2	ENST00000477662.1
chr5	37084907	37085208	+	RPS4XP6	ENST00000477670.1
chr5	177482354	177482655	+	AC136632.1	ENST00000477964.1
chr5	142711919	142712220	+	RPL7P21	ENST00000478287.1
chr5	132236723	132237024	-	AFF4	ENST00000478588.5
chr5	115898007	115898308	+	RPS14P8	ENST00000478778.1
chr5	10488681	10488982	+	RPL30P7	ENST00000479312.1
chr5	68339597	68339898	-	AC010273.2	ENST00000479830.2
chr5	56247888	56248189	-	MIER3	ENST00000480115.5
chr5	78806006	78806307	+	AC093270.1	ENST00000482584.1
chr5	39424919	39425220	-	C9	ENST00000483232.6
chr5	177989676	177989977	-	COL23A1	ENST00000484750.1
chr5	132209107	132209408	+	LEAP2	ENST00000485457.1
chr5	78824874	78825175	+	AC093270.2	ENST00000486157.1
chr5	86180647	86180948	-	AC091429.1	ENST00000486625.1
chr5	87677523	87677824	+	RPS3AP22	ENST00000488297.2
chr5	142513299	142513600	+	ARHGAP26	ENST00000489924.1
chr5	66124351	66124652	+	MAST4	ENST00000490016.6
chr5	891861	892162	-	BRD9	ENST00000490814.6
chr5	52199487	52199788	+	AC022133.1	ENST00000490961.1
chr5	131630867	131631168	+	SLC22A4	ENST00000491257.1
chr5	79795900	79796201	+	RPL7P24	ENST00000493052.2
chr5	177659718	177660019	-	PHYKPL	ENST00000493197.5
chr5	76877950	76878251	+	RPL7P23	ENST00000493874.1
chr5	94027640	94027941	+	SLF1	ENST00000493934.1
chr5	126147154	126147455	+	LMNB1	ENST00000494185.1
chr5	64064395	64064696	-	SREK1IP1	ENST00000495198.6
chr5	892864	893165	-	BRD9	ENST00000495265.5
chr5	176730631	176730932	-	RAB24	ENST00000495458.5
chr5	141016341	141016642	-	HDAC3	ENST00000495485.1
chr5	135265755	135266056	+	FBXL21	ENST00000495672.5
chr5	31053421	31053722	+	RPL19P11	ENST00000495944.2
chr5	60240827	60241128	-	ERCC8	ENST00000497892.5
chr5	56205169	56205470	+	SETD9	ENST00000498322.1
chr5	130325339	130325640	+	AC113367.1	ENST00000498453.1
chr5	134263675	134263976	-	MTND4P12	ENST00000498999.2
chr5	43067432	43067733	+	ZNF131	ENST00000499046.1
